dataset,timestamp,Caddisfly,Dipteran,Mayfly,Other,Stonefly,Terrestrial
old_dataset,2026-05-08 16:19:47.346714,0.001390015058496467,0.883933742615545,0.00034750376462411677,0.07726167033476196,0.0038225414108652845,0.03324452681570717
new_dataset,2026-05-08 16:19:47.352157,0.010099281068127354,0.7761040739472783,0.0022252653200958575,0.13214652516261555,0.0020540910647038686,0.07737076343717905
